Заголовок,Страница,Район,Дата,Цена
"САНТОРИНИ, роскошная видовая 2х ком квартира с террасой!",https://www.olx.ua/obyavlenie/santorini-roskoshnaya-vidovaya-2h-kom-kvartira-s-terrasoy-IDzQngo.html#d8cb654769, Приморский,10  июнь,39 602 грн.
3х ком видовая квартира в жк Руслан и Людмила,https://www.olx.ua/obyavlenie/3h-kom-vidovaya-kvartira-v-zhk-ruslan-i-lyudmila-IDrTOgG.html#d8cb654769, Приморский,10  июнь,44 883 грн.
на лето!!! красивая 3х ком квартира в комп. Французский Бульвар,https://www.olx.ua/obyavlenie/na-leto-krasivaya-3h-kom-kvartira-v-komp-frantsuzskiy-bulvar-IDzQCJv.html#d8cb654769, Приморский,10  июнь,39 404 грн.
"1 ком-я кв., Фонтанская дорога, ЖК ""Океанис""",https://www.olx.ua/obyavlenie/1-kom-ya-kv-fontanskaya-doroga-zhk-okeanis-IDArcNK.html#d8cb654769, Киевский,10  июнь,10 561 грн.
между 5 ФОНТАНА / 1ст Люстдорфской - Адмиральский проспект,https://www.olx.ua/obyavlenie/mezhdu-5-fontana-1st-lyustdorfskoy-admiralskiy-prospekt-IDArcKA.html#d8cb654769, Малиновский,10  июнь,7 000 грн.
1-ком новострой ДИДРИХСОНА / Высшая Мореходка,https://www.olx.ua/obyavlenie/1-kom-novostroy-didrihsona-vysshaya-morehodka-IDAp99m.html#d8cb654769, Приморский,10  июнь,7 500 грн.
Сдам 2-комнатную квартиру Сегедская/Армейская долгосрочно,https://www.olx.ua/obyavlenie/sdam-2-komnatnuyu-kvartiru-segedskaya-armeyskaya-dolgosrochno-IDAraKE.html#d8cb654769, Приморский,10  июнь,6 000 грн.
Богдана Хмельницкого / Мясоедовская 2- х к кВ 7500 торг,https://www.olx.ua/obyavlenie/bogdana-hmelnitskogo-myasoedovskaya-2-h-k-kv-7500-torg-IDAr9C2.html#d8cb654769, Приморский,10  июнь,"7 500 грн.

Договорная"
Подселение,https://www.olx.ua/obyavlenie/podselenie-IDAr8VS.html#d8cb654769, Малиновский,10  июнь,2 000 грн.
Сдам от хозяйки,https://www.olx.ua/obyavlenie/sdam-ot-hozyayki-IDzc76u.html#d8cb654769, Малиновский,10  июнь,1 600 грн.
Сдам комнату в коммуне на Гоголя,https://www.olx.ua/obyavlenie/sdam-komnatu-v-kommune-na-gogolya-IDAr61o.html#d8cb654769, Приморский,10  июнь,5 000 грн.
Сдам СВОЮ 1к квартиру. Одесса центр,https://www.olx.ua/obyavlenie/sdam-svoyu-1k-kvartiru-odessa-tsentr-IDAr67c.html#d8cb654769, Приморский,10  июнь,6 999 грн.
Сдам комнату в коммунальной квартире от хозяина.,https://www.olx.ua/obyavlenie/sdam-komnatu-v-kommunalnoy-kvartire-ot-hozyaina-IDAr3Jo.html#d8cb654769, Малиновский,10  июнь,2 500 грн.
Классная квартира 2 комн Днепродорога,https://www.olx.ua/obyavlenie/klassnaya-kvartira-2-komn-dneprodoroga-IDzE7Ko.html#d8cb654769, Суворовский,10  июнь,6 500 грн.
Сдам 1 ком квартиру Филатова /кафе Солнечное,https://www.olx.ua/obyavlenie/sdam-1-kom-kvartiru-filatova-kafe-solnechnoe-IDAr3zO.html#d8cb654769, Малиновский,10  июнь,5 000 грн.
Сдам комнату в коммуне для одного парня. Днепропетровская дор./Меркури,https://www.olx.ua/obyavlenie/sdam-komnatu-v-kommune-dlya-odnogo-parnya-dnepropetrovskaya-dor-merkuri-IDAr3sk.html#d8cb654769, Суворовский,10  июнь,1 500 грн.
Сдам 1 комнатную квартиру на Добровольского,https://www.olx.ua/obyavlenie/sdam-1-komnatnuyu-kvartiru-na-dobrovolskogo-IDAr3kK.html#d8cb654769, Суворовский,10  июнь,5 000 грн.
Сдам студию и спальню Глушко/Золотой Дюк,https://www.olx.ua/obyavlenie/sdam-studiyu-i-spalnyu-glushko-zolotoy-dyuk-IDAr2Ge.html#d8cb654769, Киевский,10  июнь,6 000 грн.
Сдаю квартиру,https://www.olx.ua/obyavlenie/sdayu-kvartiru-IDmTb7a.html#d8cb654769, Киевский,10  июнь,7 200 грн.
Сдам ЧУДО-Город 1ком 8000,https://www.olx.ua/obyavlenie/sdam-chudo-gorod-1kom-8000-IDAr062.html#d8cb654769, Приморский,10  июнь,8 000 грн.
Сдается впервые 1-комнатная ул.Маршала Говорова в ЖК Одиссей 2,https://www.olx.ua/obyavlenie/sdaetsya-vpervye-1-komnatnaya-ul-marshala-govorova-v-zhk-odissey-2-IDAqTHV.html#d8cb654769, Приморский,9  июнь,11 000 грн.
"Сдам в долгосрочную оренду 312 кв, двохуровневая , пр Шевченко 4-б",https://www.olx.ua/obyavlenie/sdam-v-dolgosrochnuyu-orendu-312-kv-dvohurovnevaya-pr-shevchenko-4-b-IDzdcUe.html#d8cb654769, Приморский,9  июнь,"47 284 грн.

Договорная"
"Генуэзская 24д, Гольфстрим",https://www.olx.ua/obyavlenie/genuezskaya-24d-golfstrim-IDAqQTa.html#d8cb654769, Приморский,9  июнь,14 448 грн.
Сдам комнату,https://www.olx.ua/obyavlenie/sdam-komnatu-IDAqQCa.html#d8cb654769, Суворовский,9  июнь,2 500 грн.
1Комн Квартира на Добровольского,https://www.olx.ua/obyavlenie/1komn-kvartira-na-dobrovolskogo-IDylri0.html#d8cb654769, Суворовский,9  июнь,4 500 грн.
Сдам видовую квартиру в Альтаире на 25 этаже,https://www.olx.ua/obyavlenie/sdam-vidovuyu-kvartiru-v-altaire-na-25-etazhe-IDAqLCY.html#d8cb654769, Киевский,9  июнь,8 000 грн.
сдам 2-х комнатную квартиру,https://www.olx.ua/obyavlenie/sdam-2-h-komnatnuyu-kvartiru-IDAqMng.html#d8cb654769, Малиновский,9  июнь,6 000 грн.
"Сдаётся шикарная квартира в ЖК "" Альтаир""",https://www.olx.ua/obyavlenie/sdaetsya-shikarnaya-kvartira-v-zhk-altair-IDAqJLs.html#d8cb654769, Киевский,9  июнь,7 900 грн.
Сдам студию +спальню ЖК Альтаир. Новая,https://www.olx.ua/obyavlenie/sdam-studiyu-spalnyu-zhk-altair-novaya-IDAqJy2.html#d8cb654769, Киевский,9  июнь,10 000 грн.
Сдам 2 комнатную квартиру,https://www.olx.ua/obyavlenie/sdam-2-komnatnuyu-kvartiru-IDzLsVM.html#d8cb654769, Суворовский,9  июнь,5 000 грн.
"Сдается своя, новая квартира в Аркадии.Долгосрочная аренда",https://www.olx.ua/obyavlenie/sdaetsya-svoya-novaya-kvartira-v-arkadii-dolgosrochnaya-arenda-IDASNr4.html#9717b64c2b;promoted, Киевский,4  июль,22 329 грн.
Сдам с 6 июля в центре 16 Жемчужину на АСТАШКИНА/ЛЬВА ТОЛСТОГО!,https://www.olx.ua/obyavlenie/sdam-s-6-iyulya-v-tsentre-16-zhemchuzhinu-na-astashkina-lva-tolstogo-IDzJ7MU.html#9717b64c2b;promoted, Приморский,Вчера 12:00,12 000 грн.
Сдам 2х ком.квартиру на 3й Ст.Люстдорфской дорги.,https://www.olx.ua/obyavlenie/sdam-2h-kom-kvartiru-na-3y-st-lyustdorfskoy-dorgi-IDAPZ9S.html#9717b64c2b;promoted, Киевский,4  июль,6 500 грн.
Новая квартира с панорамным видом моря.,https://www.olx.ua/obyavlenie/novaya-kvartira-s-panoramnym-vidom-morya-IDAEqC4.html#9717b64c2b;promoted, Приморский,21  июнь,17 122 грн.
"Сдам свою 2-х комн.кв.+кухня студия в Аркадии, на Французском бульваре",https://www.olx.ua/obyavlenie/sdam-svoyu-2-h-komn-kv-kuhnya-studiya-v-arkadii-na-frantsuzskom-bulvare-IDA39bY.html#9717b64c2b;promoted, Киевский,3  июль,21 016 грн.
Сдам комнату в 2-х комнатной квартире,https://www.olx.ua/obyavlenie/sdam-komnatu-v-2-h-komnatnoy-kvartire-IDAqHZg.html#9717b64c2b, Малиновский,9  июнь,3 750 грн.
"сдам комнату в коммуне в историческом центре города, ул.Ольгиевской",https://www.olx.ua/obyavlenie/sdam-komnatu-v-kommune-v-istoricheskom-tsentre-goroda-ul-olgievskoy-IDAqGyo.html#9717b64c2b, Приморский,9  июнь,2 000 грн.
1 комн. Спартаковская,https://www.olx.ua/obyavlenie/1-komn-spartakovskaya-IDAqAPa.html#9717b64c2b, Малиновский,9  июнь,3 500 грн.
Снять 4 комн на пр Шевченко,https://www.olx.ua/obyavlenie/snyat-4-komn-na-pr-shevchenko-IDxoKn2.html#9717b64c2b, Приморский,9  июнь,31 609 грн.
Сдам 1 комнатную Варненская/Г.Петрова возле парка Горького.,https://www.olx.ua/obyavlenie/sdam-1-komnatnuyu-varnenskaya-g-petrova-vozle-parka-gorkogo-IDAquz0.html#9717b64c2b, Малиновский,9  июнь,"6 000 грн.

Договорная"
Сдам 1 ком кв. 5 фонтана 1месяц.,https://www.olx.ua/obyavlenie/sdam-1-kom-kv-5-fontana-1mesyats-IDyVMtk.html#9717b64c2b, Приморский,9  июнь,6 500 грн.
1 комнатная в Альтаире. Первая сдача,https://www.olx.ua/obyavlenie/1-komnatnaya-v-altaire-pervaya-sdacha-IDAqpKQ.html#9717b64c2b, Киевский,9  июнь,8 500 грн.
3-х комнатная квартира .Парк Шевченко,https://www.olx.ua/obyavlenie/3-h-komnatnaya-kvartira-park-shevchenko-IDuhgGo.html#9717b64c2b, Приморский,9  июнь,25 000 грн.
Сдам комн. с хозяйкой Еврейская/Александровский проспект,https://www.olx.ua/obyavlenie/sdam-komn-s-hozyaykoy-evreyskaya-aleksandrovskiy-prospekt-IDxGg4i.html#9717b64c2b, Приморский,9  июнь,2 500 грн.
Сдам квартиру на Успенской уже можно смотреть!,https://www.olx.ua/obyavlenie/sdam-kvartiru-na-uspenskoy-uzhe-mozhno-smotret-IDAqons.html#9717b64c2b, Приморский,9  июнь,12 000 грн.
Аренда квартир,https://www.olx.ua/obyavlenie/arenda-kvartir-IDAqnZG.html#9717b64c2b, Приморский,9  июнь,"10 000 грн.

Договорная"
Сдам комнату в частном доме,https://www.olx.ua/obyavlenie/sdam-komnatu-v-chastnom-dome-IDzILyi.html#9717b64c2b, Малиновский,9  июнь,2 500 грн.
"3х ком квартира в прим районе, Мукачевский пер., дизанерский ремонт.",https://www.olx.ua/obyavlenie/3h-kom-kvartira-v-prim-rayone-mukachevskiy-per-dizanerskiy-remont-IDrTQJY.html#9717b64c2b, Приморский,9  июнь,47 284 грн.
2- комн. на Глушко,https://www.olx.ua/obyavlenie/2-komn-na-glushko-IDAqiDy.html#9717b64c2b, Киевский,9  июнь,7 000 грн.
Двухкомнатная квартира на Пушкинской,https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-na-pushkinskoy-IDAqhyU.html#9717b64c2b, Приморский,9  июнь,11 500 грн.
"Сдам 2-х комн. квартиру, центр, район Водного университета",https://www.olx.ua/obyavlenie/sdam-2-h-komn-kvartiru-tsentr-rayon-vodnogo-universiteta-IDAqgwq.html#9717b64c2b, Приморский,9  июнь,8 000 грн.
Сдам 3х комнатную квартиру Глушко/Эльдорадо,https://www.olx.ua/obyavlenie/sdam-3h-komnatnuyu-kvartiru-glushko-eldorado-IDAqggA.html#9717b64c2b, Киевский,9  июнь,10 000 грн.
Сдам 1-ком. квартиру ул Степовая /Б. Хмельницкого,https://www.olx.ua/obyavlenie/sdam-1-kom-kvartiru-ul-stepovaya-b-hmelnitskogo-IDAqfkK.html#9717b64c2b, Приморский,9  июнь,6 000 грн.
"2 ком. кварт., Маршала Говорова, ЖК ""Академгородок""",https://www.olx.ua/obyavlenie/2-kom-kvart-marshala-govorova-zhk-akademgorodok-IDAqf2E.html#9717b64c2b, Приморский,9  июнь,26 269 грн.
Сдам на лето квартиру в Аркадии с прямой панорамой моря Одесса,https://www.olx.ua/obyavlenie/sdam-na-leto-kvartiru-v-arkadii-s-pryamoy-panoramoy-morya-odessa-IDAqdNs.html#9717b64c2b, Киевский,9  июнь,26 269 грн.
Сдам 2 спальни с кроватями +кухню-студию с диваном на Канатной\ Гречес,https://www.olx.ua/obyavlenie/sdam-2-spalni-s-krovatyami-kuhnyu-studiyu-s-divanom-na-kanatnoy-greches-IDAqdpe.html#9717b64c2b, Приморский,9  июнь,13 000 грн.
1к АДМИРАЛЬСКИЙ проспект / спецпроект,https://www.olx.ua/obyavlenie/1k-admiralskiy-prospekt-spetsproekt-IDAqbXI.html#9717b64c2b, Приморский,9  июнь,7 000 грн.
"Сдам 2-комнатную квартиру, ул. Скворцова",https://www.olx.ua/obyavlenie/sdam-2-komnatnuyu-kvartiru-ul-skvortsova-IDAqbF2.html#9717b64c2b, Малиновский,9  июнь,7 000 грн.
Сдам 1к квартиру в новом доме,https://www.olx.ua/obyavlenie/sdam-1k-kvartiru-v-novom-dome-IDAqb3q.html#9717b64c2b, Малиновский,9  июнь,"7 500 грн.

Договорная"
Парк Шевченка комната в коммуне для девушки 2500,https://www.olx.ua/obyavlenie/park-shevchenka-komnata-v-kommune-dlya-devushki-2500-IDAqav8.html#9717b64c2b, Приморский,9  июнь,2 500 грн.
Сдам 2х-комнатную в центре города!,https://www.olx.ua/obyavlenie/sdam-2h-komnatnuyu-v-tsentre-goroda-IDAq7Gc.html#9717b64c2b, Приморский,9  июнь,9 000 грн.
Сдам свою квартиру 1 комн. + веранда,https://www.olx.ua/obyavlenie/sdam-svoyu-kvartiru-1-komn-veranda-IDvXNHV.html#9717b64c2b, Приморский,9  июнь,6 800 грн.
Сдам 3 ком кв Черемушки/Дом Мебели !,https://www.olx.ua/obyavlenie/sdam-3-kom-kv-cheremushki-dom-mebeli-IDz4Ohs.html#9717b64c2b, Малиновский,9  июнь,15 841 грн.
Сдам 1-ком квартиру ул. Болгарская,https://www.olx.ua/obyavlenie/sdam-1-kom-kvartiru-ul-bolgarskaya-IDAq5x6.html#9717b64c2b, Приморский,9  июнь,5 000 грн.
новострой ЦЕНТР / Дюковская,https://www.olx.ua/obyavlenie/novostroy-tsentr-dyukovskaya-IDAq5as.html#9717b64c2b, Приморский,9  июнь,7 500 грн.
"Сдается комната Приморский район,Пишоновская 23",https://www.olx.ua/obyavlenie/sdaetsya-komnata-primorskiy-rayon-pishonovskaya-23-IDxQtmG.html#9717b64c2b, Приморский,9  июнь,3 000 грн.
Сдам 3-х ком квартиру - ул. Пишоновская,https://www.olx.ua/obyavlenie/sdam-3-h-kom-kvartiru-ul-pishonovskaya-IDAq33Q.html#9717b64c2b, Приморский,9  июнь,11 800 грн.
сдам 1 комн квартиру в новострое на Проценко,https://www.olx.ua/obyavlenie/sdam-1-komn-kvartiru-v-novostroe-na-protsenko-IDAq2Vc.html#9717b64c2b, Малиновский,9  июнь,6 500 грн.
"Квартира Сдается на 3,5 Месяца-До 1.10.18.",https://www.olx.ua/obyavlenie/kvartira-sdaetsya-na-3-5-mesyatsa-do-1-10-18-IDAq2Cv.html#9717b64c2b, Киевский,9  июнь,7 500 грн.
